Geneid,Chr,Start,End,Strand,Length,TSS,Length,genebody,TSS per kb,gb per kb,Pause index
FBgn0037986,3R,12040278,12040778,+,501,5,1926,26,9.98003992,13.4994808,0.73929065
FBgn0267993,2L,724583,725083,-,501,3,1849,15,5.98802395,8.11249324,0.73812375
FBgn0039667,3R,29494532,29495032,+,501,22,3142,187,43.9121756,59.5162317,0.73781848
FBgn0005390,X,5963997,5964497,-,501,3,5041,41,5.98802395,8.13330688,0.73623485
FBgn0037200,3L,22871950,22872450,+,501,85,503,116,169.660679,230.616302,0.7356838
FBgn0032127,2L,9545561,9546061,+,501,6,614,10,11.9760479,16.286645,0.73532934
FBgn0031523,2L,3332564,3333064,+,501,32,977,85,63.8722555,87.0010235,0.73415522
FBgn0030342,X,11854681,11855181,-,501,43,1240,145,85.8283433,116.935484,0.73398032
FBgn0259152,3R,25127252,25127752,+,501,34,2654,246,67.8642715,92.6902788,0.73216169
FBgn0026259,3L,3460727,3461227,-,501,37,31320,3163,73.8522954,100.989783,0.73128482
FBgn0036992,3L,20439622,20440122,-,501,43,707,83,85.8283433,117.397454,0.73109203
FBgn0029968,X,7884410,7884910,+,501,15,1317,54,29.9401198,41.0022779,0.73020625
FBgn0283651,2L,14103840,14104340,+,501,2,55498,305,3.99201597,5.49569354,0.72638984
FBgn0085421,2R,6798691,6799191,-,501,17,38227,1788,33.9321357,46.7732231,0.72546071
FBgn0052553,X,18126777,18127277,-,501,4,1453,16,7.98403194,11.0116999,0.7250499
FBgn0040528,3R,8248188,8248688,+,501,20,887,49,39.9201597,55.2423901,0.72263636
FBgn0029977,X,7919881,7920381,-,501,20,615,34,39.9201597,55.2845528,0.72208524
FBgn0031292,2L,884891,885391,-,501,11,6970,212,21.9560878,30.4160689,0.72185817
FBgn0283432,X,20201683,20202183,-,501,3,3615,30,5.98802395,8.29875519,0.72155689
FBgn0031514,2L,3280284,3280784,-,501,46,3735,476,91.8163673,127.443106,0.72044986
FBgn0039648,3R,29197306,29197806,+,501,11,656,20,21.9560878,30.4878049,0.72015968
FBgn0039086,3R,23536460,23536960,-,501,4,811,9,7.98403194,11.0974106,0.71944999
FBgn0039071,3R,23289939,23290439,-,501,10,973,27,19.9600798,27.7492292,0.71930214
FBgn0035581,3L,4861019,4861519,+,501,2,33481,186,3.99201597,5.55538962,0.71858434
FBgn0026749,X,13387167,13387667,-,501,80,504,112,159.680639,222.222222,0.71856287
FBgn0032371,2L,11652198,11652698,+,501,166,717,331,331.337325,461.645746,0.7177307
FBgn0017429,3L,8603899,8604399,-,501,251,739,516,500.998004,698.240866,0.71751458
FBgn0046888,2L,17181688,17182188,+,501,3,717,6,5.98802395,8.36820084,0.71556886
FBgn0286203,2R,5413494,5413994,+,501,10,41352,1155,19.9600798,27.9309344,0.7146227
FBgn0035187,3L,1192923,1193423,-,501,2,1790,10,3.99201597,5.58659218,0.71457086
FBgn0030721,X,16005897,16006397,+,501,5,1575,22,9.98003992,13.968254,0.71448013
FBgn0003093,3R,29038906,29039406,+,501,30,8993,754,59.8802395,83.842989,0.71419495
FBgn0265316,3R,27537653,27538153,-,501,1,1073,3,1.99600798,2.79589935,0.71390552
FBgn0038566,3R,18080798,18081298,+,501,2,536,3,3.99201597,5.59701493,0.71324019
FBgn0023524,X,2259613,2260113,-,501,10,4461,125,19.9600798,28.0206232,0.71233533
FBgn0083962,2L,4981364,4981864,+,501,24,10089,679,47.9041916,67.3010209,0.71178997
FBgn0036031,3L,9703345,9703845,-,501,12,2079,70,23.9520958,33.6700337,0.71137725
FBgn0040257,3R,11154376,11154876,+,501,2,888,5,3.99201597,5.63063063,0.70898204
FBgn0265373,2R,12052694,12053194,+,501,3,2604,22,5.98802395,8.44854071,0.70876429
FBgn0067779,2L,66232,66732,+,501,115,3909,1269,229.540918,324.635457,0.70707285
FBgn0031466,2L,2837583,2838083,-,501,2,1947,11,3.99201597,5.64971751,0.70658683
FBgn0027616,3L,3373920,3374420,-,501,91,2720,700,181.636727,257.352941,0.70578842
FBgn0052532,X,19547232,19547732,-,501,2,14632,83,3.99201597,5.67249863,0.70374913
FBgn0038201,3R,14102872,14103372,-,501,4,2291,26,7.98403194,11.348756,0.70351604
FBgn0014033,2L,4121452,4121952,+,501,8,1452,33,15.9680639,22.7272727,0.70259481
FBgn0000274,3R,30696888,30697388,-,501,7,602,12,13.9720559,19.9335548,0.70093147
FBgn0032175,2L,10017213,10017713,-,501,9,3237,83,17.9640719,25.6410256,0.7005988
FBgn0260642,3R,6998978,6999478,-,501,9,101976,2616,17.9640719,25.6530948,0.70026919
FBgn0036153,3L,11311497,11311997,+,501,7,651,13,13.9720559,19.969278,0.69967757
FBgn0034484,2R,20231579,20232079,+,501,2,2099,12,3.99201597,5.7170081,0.69827013
FBgn0250844,2L,14548859,14549359,-,501,4,612,7,7.98403194,11.4379085,0.69803251
FBgn0025712,3L,1648694,1649194,+,501,37,1558,165,73.8522954,105.905006,0.6973447
FBgn0031882,2L,7032356,7032856,-,501,52,1114,166,103.792415,149.012567,0.69653464
FBgn0051202,3R,29930136,29930636,-,501,59,686,116,117.764471,169.09621,0.69643472
FBgn0004650,X,1322263,1322763,+,501,12,5926,204,23.9520958,34.4245697,0.6957849
FBgn0051693,2L,22014940,22015440,+,501,7,1145,23,13.9720559,20.0873362,0.69556539
FBgn0265499,2R,14170667,14171167,-,501,130,1074,401,259.481038,373.370577,0.69496916
FBgn0001134,3L,17823083,17823583,+,501,3,15435,133,5.98802395,8.61678005,0.69492594
FBgn0033873,2R,13834846,13835346,-,501,2,522,3,3.99201597,5.74712644,0.69461078
FBgn0040005,2R,4671603,4672103,+,501,194,787,439,387.225549,557.814485,0.69418339
FBgn0038208,3R,14151690,14152190,-,501,2,2433,14,3.99201597,5.75421291,0.69375535
FBgn0030026,X,8243766,8244266,-,501,620,1516,2708,1237.52495,1786.27968,0.69279462
FBgn0031469,2L,2844263,2844763,-,501,3,925,8,5.98802395,8.64864865,0.69236527
FBgn0032023,2L,8338037,8338537,+,501,2,2770,16,3.99201597,5.77617329,0.69111776
FBgn0038693,3R,19245880,19246380,-,501,4,14367,166,7.98403194,11.5542563,0.69100354
FBgn0054041,3R,30507773,30508273,+,501,4,1124,13,7.98403194,11.5658363,0.69031168
FBgn0031815,2L,6455802,6456302,+,501,56,1957,317,111.776447,161.982626,0.69005207
FBgn0038181,3R,13771245,13771745,+,501,4,6823,79,7.98403194,11.5784845,0.68955759
FBgn0032935,2L,21220322,21220822,-,501,350,7251,7360,698.602794,1015.03241,0.68825664
FBgn0031540,2L,3469754,3470254,-,501,75,1663,362,149.700599,217.678894,0.68771297
FBgn0034031,2R,15555196,15555696,+,501,5,5991,87,9.98003992,14.5217827,0.6872462
FBgn0039485,3R,27100980,27101480,+,501,1,688,2,1.99600798,2.90697674,0.68662675
FBgn0031976,2L,8039538,8040038,-,501,65,11875,2251,129.740519,189.557895,0.68443743
FBgn0036414,3L,14189398,14189898,-,501,2,2400,14,3.99201597,5.83333333,0.68434559
FBgn0000527,3R,21236927,21237427,-,501,6,6339,111,11.9760479,17.5106484,0.68392944
FBgn0037263,3R,4641713,4642213,+,501,45,1674,220,89.8203593,131.421744,0.68345128
FBgn0005775,3L,5078783,5079283,-,501,15,141276,6195,29.9401198,43.8503355,0.68277972
FBgn0034974,2R,24081532,24082032,+,501,4,3506,41,7.98403194,11.6942384,0.6827321
FBgn0085732,2R,1210817,1211317,+,501,74,1600,347,147.704591,216.875,0.68105863
FBgn0038826,3R,20756479,20756979,+,501,71,52998,11033,141.716567,208.177667,0.68074817
FBgn0039924,4,1196598,1197098,-,501,48,3430,483,95.8083832,140.816327,0.68037837
FBgn0260475,2R,13414370,13414870,-,501,18,852,45,35.9281437,52.8169014,0.68023952
FBgn0034605,2R,21217529,21218029,-,501,20,1345,79,39.9201597,58.7360595,0.67965335
FBgn0035619,3L,5595022,5595522,-,501,2,1532,9,3.99201597,5.87467363,0.67952983
FBgn0051016,3R,30605939,30606439,+,501,5,3268,48,9.98003992,14.6878825,0.67947438
FBgn0025637,X,655864,656364,+,501,177,786,409,353.293413,520.356234,0.67894529
FBgn0039016,3R,22740841,22741341,-,501,20,6085,358,39.9201597,58.8331964,0.67853121
FBgn0030828,X,17215054,17215554,+,501,8,1062,25,15.9680639,23.5404896,0.67832335
FBgn0035232,3L,1558234,1558734,-,501,73,2122,456,145.708583,214.891612,0.67805617
FBgn0036717,3L,17388706,17389206,-,501,4,4321,51,7.98403194,11.8028234,0.67645102
FBgn0051673,2L,20829359,20829859,+,501,325,553,531,648.702595,960.216998,0.67557916
FBgn0267145,3R,5015374,5015874,+,501,3,4851,43,5.98802395,8.86415172,0.67553266
FBgn0023090,2L,21360966,21361466,+,501,5,5073,75,9.98003992,14.7841514,0.6750499
FBgn0026393,2R,7922354,7922854,-,501,50,770,114,99.8003992,148.051948,0.67409042
FBgn0031209,2L,24905,25405,-,501,11,2333,76,21.9560878,32.5760823,0.67399412
FBgn0046302,2L,18995684,18996184,-,501,3,1575,14,5.98802395,8.88888889,0.67365269
FBgn0029768,X,5446406,5446906,+,501,6,46357,825,11.9760479,17.796665,0.67293776
FBgn0031461,2L,2805011,2805511,+,501,78,6116,1415,155.688623,231.360366,0.67292694
FBgn0086368,X,784496,784996,+,501,3,2470,22,5.98802395,8.90688259,0.67229178
FBgn0260026,3L,3184154,3184654,+,501,39,1146,133,77.8443114,116.055846,0.67074873
FBgn0036402,3L,14031200,14031700,+,501,102,2460,749,203.592814,304.471545,0.668676
FBgn0000079,2R,17120053,17120553,-,501,9,668,18,17.9640719,26.9461078,0.66666667
FBgn0034742,2R,22605417,22605917,-,501,32,4263,409,63.8722555,95.941825,0.66573943
FBgn0029906,X,6820766,6821266,+,501,19,825,47,37.9241517,56.969697,0.6656899
FBgn0030057,X,8689977,8690477,-,501,240,601,433,479.041916,720.46589,0.66490575
FBgn0005619,2R,10237738,10238238,+,501,3,7090,64,5.98802395,9.02679831,0.66336078
FBgn0052351,3L,8619638,8620138,+,501,16,1204,58,31.9361277,48.1727575,0.66294996
FBgn0030961,X,18806444,18806944,+,501,8,4309,104,15.9680639,24.1355303,0.66159988
FBgn0030058,X,8693370,8693870,-,501,12,801,29,23.9520958,36.2047441,0.6615734
FBgn0028690,3R,5789243,5789743,+,501,96,1077,312,191.616766,289.693593,0.66144634
FBgn0038405,3R,16180770,16181270,+,501,11,4216,140,21.9560878,33.2068311,0.6611919
FBgn0043005,3R,23698777,23699277,-,501,1,1656,5,1.99600798,3.01932367,0.66107784
FBgn0051784,2L,17125711,17126211,-,501,2,1655,10,3.99201597,6.04229607,0.66067864
FBgn0052436,3L,21343783,21344283,+,501,7,10017,212,13.9720559,21.1640212,0.66017964
FBgn0264957,2R,5937150,5937650,+,501,5,595,9,9.98003992,15.1260504,0.65979153
FBgn0032337,2L,11084979,11085479,-,501,3,771,7,5.98802395,9.07911803,0.65953807
FBgn0028331,X,10366023,10366523,-,501,1641,16594,82494,3275.4491,4971.31493,0.65886977
FBgn0033139,2R,7064149,7064649,+,501,6,715,13,11.9760479,18.1818182,0.65868263
FBgn0028875,2L,14039920,14040420,+,501,2,53232,323,3.99201597,6.06777878,0.65790401
FBgn0000206,3R,25961744,25962244,+,501,4,3955,48,7.98403194,12.136536,0.65785096
FBgn0052305,3L,2248385,2248885,+,501,10,3095,94,19.9600798,30.371567,0.65719625
FBgn0036927,3L,20000436,20000936,-,501,15,1973,90,29.9401198,45.6158135,0.65635396
FBgn0035089,2R,24972957,24973457,-,501,13,1365,54,25.9481038,39.5604396,0.6559104
FBgn0038173,3R,13706507,13707007,+,501,11,1373,46,21.9560878,33.5032775,0.65534149
FBgn0038789,3R,20338723,20339223,+,501,1,3930,12,1.99600798,3.05343511,0.65369261
FBgn0265843,2R,20084710,20085210,+,501,4,736,9,7.98403194,12.2282609,0.65291639
FBgn0286070,2R,17419757,17420257,-,501,61,5038,940,121.756487,186.581977,0.65256296
FBgn0267131,3R,30611778,30612278,+,501,2,2451,15,3.99201597,6.11995104,0.65229541
FBgn0053337,3R,23592519,23593019,-,501,2,1629,10,3.99201597,6.13873542,0.6502994
FBgn0036493,3L,15304005,15304505,+,501,4,5941,73,7.98403194,12.2874937,0.64976896
FBgn0278604,3R,9710892,9711392,+,501,51,2534,397,101.796407,156.669298,0.64975339
FBgn0031032,X,19583367,19583867,+,501,2,2441,15,3.99201597,6.14502253,0.64963407
FBgn0039596,3R,28751411,28751911,-,501,1,2278,7,1.99600798,3.07287094,0.64955803
FBgn0036422,3L,14402475,14402975,-,501,35,957,103,69.8602794,107.628004,0.64909017
FBgn0035443,3L,3374032,3374532,+,501,48,1368,202,95.8083832,147.660819,0.64884093
FBgn0036062,3L,9968067,9968567,-,501,30,715,66,59.8802395,92.3076923,0.64870259
FBgn0034060,2R,16000931,16001431,+,501,47,4721,683,93.8123752,144.672739,0.64844542
FBgn0267376,3R,10868392,10868892,-,501,10,4288,132,19.9600798,30.7835821,0.64840017
FBgn0052773,X,4611135,4611635,-,501,8,222710,5487,15.9680639,24.6374209,0.64812238
FBgn0039009,3R,22707028,22707528,-,501,4,2025,25,7.98403194,12.345679,0.64670659
FBgn0033597,2R,11253148,11253648,-,501,1,648,2,1.99600798,3.08641975,0.64670659
FBgn0040877,X,17443744,17444244,-,501,7,20675,447,13.9720559,21.6203144,0.64624666
FBgn0262362,3R,8040974,8041474,+,501,4,13747,170,7.98403194,12.3663345,0.64562639
FBgn0051823,2L,15900274,15900774,-,501,6,646,12,11.9760479,18.5758514,0.64471058
FBgn0016926,2L,1128703,1129203,-,501,270,13300,11121,538.922156,836.165414,0.6445162
FBgn0025630,X,2072163,2072663,+,501,214,1478,981,427.145709,663.734777,0.64354878
FBgn0034520,2R,20556627,20557127,+,501,27,2077,174,53.8922156,83.774675,0.64329961
FBgn0029994,X,8081355,8081855,-,501,2,2256,14,3.99201597,6.20567376,0.64328486
FBgn0266818,2R,7254352,7254852,+,501,5,1095,17,9.98003992,15.5251142,0.64283198
FBgn0038821,3R,20738850,20739350,-,501,68,776,164,135.728543,211.340206,0.64222774
FBgn0032067,2L,8772094,8772594,-,501,5,2186,34,9.98003992,15.5535224,0.64165786
FBgn0259162,X,20538247,20538747,+,501,2,27601,172,3.99201597,6.23165827,0.64060252
FBgn0000153,2L,13820998,13821498,+,501,10,1732,54,19.9600798,31.1778291,0.64020108
FBgn0041630,3L,4288391,4288891,+,501,64,1571,314,127.744511,199.872693,0.63912938
FBgn0038975,3R,22468262,22468762,+,501,18,17458,982,35.9281437,56.249284,0.63873069
FBgn0263079,2L,18670996,18671496,-,501,4,3355,42,7.98403194,12.5186289,0.63777207
FBgn0035057,2R,24760414,24760914,+,501,45,942,133,89.8203593,141.18896,0.63617127
FBgn0266129,2R,25139377,25139877,-,501,3,52848,498,5.98802395,9.42325159,0.63545199
FBgn0265297,2R,18139828,18140328,+,501,283,6114,5436,564.870259,889.106968,0.63532317
FBgn0261089,2L,17592010,17592510,+,501,3,11128,105,5.98802395,9.4356578,0.63461648
FBgn0003124,3L,20309404,20309904,+,501,109,2813,966,217.56487,343.405617,0.6335507
FBgn0035789,3L,7485717,7486217,+,501,3,952,9,5.98802395,9.45378151,0.63339987
FBgn0051626,2L,21236483,21236983,-,501,14,3239,143,27.9441118,44.1494288,0.6329439
FBgn0034624,2R,21350328,21350828,-,501,5,634,10,9.98003992,15.7728707,0.63273453
FBgn0085398,2R,21963923,21964423,+,501,3,5492,52,5.98802395,9.46831755,0.63242745
FBgn0259239,3L,21193113,21193613,-,501,10,9051,286,19.9600798,31.5987184,0.63167372
FBgn0032259,2L,10488444,10488944,+,501,28,768,68,55.8882236,88.5416667,0.63120817
FBgn0033490,2R,10137406,10137906,+,501,32,612,62,63.8722555,101.30719,0.63048097
FBgn0085383,3R,28146630,28147130,+,501,3,92647,880,5.98802395,9.49841873,0.63042324
FBgn0019952,3R,24276010,24276510,+,501,35,1533,170,69.8602794,110.893673,0.62997534
FBgn0030261,X,11066302,11066802,+,501,8,828,21,15.9680639,25.3623188,0.62959795
FBgn0037697,3R,9460402,9460902,-,501,4,2838,36,7.98403194,12.6849894,0.62940785
FBgn0267516,X,23283481,23283981,-,501,10,4725,150,19.9600798,31.7460317,0.62874251
FBgn0029694,X,4101068,4101568,+,501,13,678,28,25.9481038,41.2979351,0.6283148
FBgn0011569,3L,10266861,10267361,-,501,3,2203,21,5.98802395,9.53245574,0.62817223
FBgn0001234,3R,21295877,21296377,+,501,42,20710,2764,83.8323353,133.462096,0.62813591
FBgn0000039,3R,24485178,24485678,+,501,2,4720,30,3.99201597,6.3559322,0.62807718
FBgn0032276,2L,10651363,10651863,+,501,3,1887,18,5.98802395,9.53895072,0.62774451
FBgn0032048,2L,8506595,8507095,-,501,2,13978,89,3.99201597,6.36714838,0.62697078
FBgn0031491,2L,3022891,3023391,-,501,46,833,122,91.8163673,146.458583,0.62691011
FBgn0261803,X,5295816,5296316,+,501,5,9223,147,9.98003992,15.9384148,0.62616264
FBgn0037324,3R,5412156,5412656,-,501,2,4224,27,3.99201597,6.39204545,0.62452872
FBgn0037766,3R,9867870,9868370,-,501,11,41040,1443,21.9560878,35.1608187,0.62444757
FBgn0033834,2R,13399118,13399618,-,501,2,3754,24,3.99201597,6.39318061,0.62441783
FBgn0051413,3R,23702511,23703011,+,501,4,782,10,7.98403194,12.7877238,0.6243513
FBgn0035124,3L,274905,275405,+,501,73,513,120,145.708583,233.918129,0.62290419
FBgn0267689,2L,7753924,7754424,+,501,2,10742,69,3.99201597,6.42338484,0.62148167
FBgn0040364,X,1170578,1171078,+,501,3,1970,19,5.98802395,9.64467005,0.62086354
FBgn0041246,2L,11113764,11114264,+,501,33,810,86,65.8682635,106.17284,0.62038713
FBgn0036009,3L,9528817,9529317,+,501,4,1320,17,7.98403194,12.8787879,0.6199366
FBgn0037941,3R,11721484,11721984,+,501,13,9746,408,25.9481038,41.8633285,0.61982897
FBgn0027287,X,15486672,15487172,+,501,155,23302,11632,309.381238,499.184619,0.61977318
FBgn0035488,3L,4040232,4040732,-,501,54,1960,341,107.784431,173.979592,0.61952342
FBgn0023096,2L,17982222,17982722,-,501,10,18848,608,19.9600798,32.2580645,0.61876248
FBgn0034990,2R,24207953,24208453,-,501,4,5113,66,7.98403194,12.908273,0.61852053
FBgn0265497,2R,13577786,13578286,+,501,11,591,21,21.9560878,35.5329949,0.61790704
FBgn0036687,3L,17022606,17023106,-,501,8,1509,39,15.9680639,25.8449304,0.61784124
FBgn0003372,2L,4937159,4937659,+,501,4,3015,39,7.98403194,12.9353234,0.61722708
FBgn0265597,X,12988365,12988865,+,501,2,89456,579,3.99201597,6.47245573,0.61676991
FBgn0037751,3R,9774871,9775371,+,501,10,1823,59,19.9600798,32.3642348,0.61673264
FBgn0003719,3R,24749481,24749981,+,501,1,2780,9,1.99600798,3.23741007,0.61654469
FBgn0039078,3R,23472028,23472528,-,501,2,62595,406,3.99201597,6.48614107,0.61546857
FBgn0037530,3R,7907113,7907613,-,501,29,3334,314,57.8842315,94.1811638,0.61460518
FBgn0031887,2L,7067733,7068233,+,501,12,564,22,23.9520958,39.0070922,0.61404464
FBgn0263231,3R,8660511,8661011,-,501,111,4787,1729,221.556886,361.186547,0.613414
FBgn0030823,X,17202348,17202848,-,501,19,873,54,37.9241517,61.8556701,0.61310712
FBgn0263618,3L,4930888,4931388,-,501,4,844,11,7.98403194,13.0331754,0.612593
FBgn0002939,2L,18081378,18081878,+,501,5,981,16,9.98003992,16.3098879,0.6119012
FBgn0038894,3R,21664139,21664639,+,501,24,1288,101,47.9041916,78.4161491,0.61089702
FBgn0036830,3L,18913900,18914400,-,501,1,4891,16,1.99600798,3.27131466,0.61015469
FBgn0038273,3R,14894534,14895034,+,501,40,663,87,79.8403194,131.221719,0.6084383
FBgn0032066,2L,8768460,8768960,-,501,3,2438,24,5.98802395,9.84413454,0.60828343
FBgn0051668,2L,2205916,2206416,-,501,4,1446,19,7.98403194,13.1396957,0.60762685
FBgn0031453,2L,2752195,2752695,+,501,504,4531,7534,1005.98802,1662.7676,0.60500819
FBgn0003089,3L,19337359,19337859,-,501,11,37987,1380,21.9560878,36.3282175,0.60438109
FBgn0026398,2L,1520241,1520741,+,501,5,666,11,9.98003992,16.5165165,0.60424605
FBgn0031975,2L,8011155,8011655,+,501,44,14494,2107,87.8243513,145.370498,0.6041415
FBgn0031183,X,22443977,22444477,+,501,56,2582,478,111.776447,185.127808,0.60377989
FBgn0033297,2R,8471704,8472204,+,501,3,1008,10,5.98802395,9.92063492,0.60359281
FBgn0039169,3R,24226684,24227184,-,501,21,2490,173,41.9161677,69.4779116,0.60330207
FBgn0031256,2L,452858,453358,+,501,38,547,69,75.8483034,126.142596,0.60129017
FBgn0040031,X,23035816,23036316,+,501,3,10613,106,5.98802395,9.98775087,0.59953678
FBgn0030890,X,18088282,18088782,-,501,105,9042,3161,209.580838,349.590798,0.5995033
FBgn0020249,3R,8356728,8357228,+,501,364,1987,2410,726.546906,1212.88374,0.59902436
FBgn0034397,2R,18830081,18830581,+,501,21,1911,134,41.9161677,70.1203558,0.5977746
FBgn0039900,4,306231,306731,-,501,4,26797,358,7.98403194,13.3597044,0.5976204
FBgn0039490,3R,27118396,27118896,+,501,4,1945,26,7.98403194,13.3676093,0.597267
FBgn0053286,3L,20974450,20974950,-,501,3,2889,29,5.98802395,10.0380755,0.59653108
FBgn0267136,3R,10489966,10490466,-,501,1,894,3,1.99600798,3.3557047,0.59481038
FBgn0034841,2R,23283977,23284477,+,501,1,595,2,1.99600798,3.36134454,0.59381238
FBgn0051636,2L,6657902,6658402,-,501,9,694,21,17.9640719,30.259366,0.5936698
FBgn0024315,2R,16667425,16667925,-,501,10,11353,382,19.9600798,33.6474941,0.59321148
FBgn0013810,2L,17501151,17501651,+,501,2,23115,156,3.99201597,6.74886437,0.59150929
FBgn0037402,3R,6122342,6122842,+,501,4,814,11,7.98403194,13.5135135,0.59081836
FBgn0039872,3R,31754455,31754955,-,501,31,1881,197,61.8762475,104.731526,0.59080823
FBgn0022238,2R,18157942,18158442,-,501,59,3098,618,117.764471,199.483538,0.59034681
FBgn0031047,X,19638517,19639017,+,501,354,980,1173,706.586826,1196.93878,0.59032829
FBgn0066365,3L,4307468,4307968,-,501,2,12715,86,3.99201597,6.76366496,0.59021492
FBgn0039501,3R,27250757,27251257,-,501,7,1774,42,13.9720559,23.67531,0.59015303
FBgn0034745,2R,22613126,22613626,-,501,13,3043,134,25.9481038,44.0354913,0.58925433
FBgn0036949,3L,20205796,20206296,-,501,4,738,10,7.98403194,13.5501355,0.58922156
FBgn0000455,3R,12413509,12414009,-,501,45,951,145,89.8203593,152.471083,0.58909767
FBgn0030769,X,16676503,16677003,-,501,7,6936,165,13.9720559,23.7889273,0.58733442
FBgn0038931,3R,22103164,22103664,+,501,2,1177,8,3.99201597,6.79694138,0.58732535
FBgn0035761,3L,7323161,7323661,-,501,53,1313,237,105.788423,180.502666,0.58607679
FBgn0053510,2L,21084076,21084576,-,501,6,684,14,11.9760479,20.4678363,0.58511548
FBgn0039932,4,978239,978739,-,501,5,15149,259,9.98003992,17.0968381,0.583736
FBgn0028880,2L,15550122,15550622,+,501,4,658,9,7.98403194,13.6778116,0.58372145
FBgn0037037,3L,20956684,20957184,+,501,3,2727,28,5.98802395,10.2676934,0.58319076
FBgn0040506,2L,12925361,12925861,+,501,2,3213,22,3.99201597,6.84718332,0.58301579
FBgn0024234,2R,23851312,23851812,+,501,48,686,113,95.8083832,164.723032,0.58163319
FBgn0027111,3L,267049,267549,+,501,38,2038,266,75.8483034,130.520118,0.58112347
FBgn0039092,3R,23596023,23596523,-,501,3,1649,17,5.98802395,10.3092784,0.58083832
FBgn0034659,2R,21773045,21773545,+,501,3,582,6,5.98802395,10.3092784,0.58083832
FBgn0039633,3R,29062790,29063290,+,501,50,44909,7731,99.8003992,172.148122,0.57973563
FBgn0027601,X,14953282,14953782,-,501,58,18863,3768,115.768463,199.756136,0.57954897
FBgn0031117,X,20467205,20467705,+,501,479,1342,2214,956.087824,1649.77645,0.57952568
FBgn0030801,X,16884331,16884831,+,501,90,1032,320,179.640719,310.077519,0.57934132
FBgn0259896,2L,13976519,13977019,-,501,2,2612,18,3.99201597,6.89127106,0.57928587
FBgn0051225,3R,23481615,23482115,+,501,3,677,7,5.98802395,10.3397341,0.57912746
FBgn0015381,2L,5925687,5926187,+,501,2,12325,85,3.99201597,6.89655172,0.57884232
FBgn0250833,3L,8325609,8326109,+,501,2,1449,10,3.99201597,6.90131125,0.57844311
FBgn0038083,3R,12743430,12743930,-,501,2,723,5,3.99201597,6.91562932,0.57724551
FBgn0051999,4,227498,227998,-,501,5,11740,203,9.98003992,17.2913118,0.57717078
FBgn0026058,X,17790760,17791260,+,501,5,22002,381,9.98003992,17.3166076,0.57632766
FBgn0264494,2L,1732274,1732774,+,501,86,17089,5092,171.656687,297.969454,0.5760882
FBgn0036970,3L,20342384,20342884,+,501,74,686,176,147.704591,256.559767,0.57571221
FBgn0264707,3L,277187,277687,+,501,49,26856,4563,97.8043912,169.906166,0.57563768
FBgn0035903,3L,8512517,8513017,+,501,37,4972,638,73.8522954,128.318584,0.57553858
FBgn0025837,X,126464,126964,-,501,3,1345,14,5.98802395,10.4089219,0.57527802
FBgn0259140,3L,11814505,11815005,-,501,3,11805,123,5.98802395,10.4193139,0.57470425
FBgn0015039,2R,7131889,7132389,-,501,2,863,6,3.99201597,6.95249131,0.57418496
FBgn0029820,X,5879619,5880119,+,501,14,2523,123,27.9441118,48.7514863,0.57319507
FBgn0021760,3L,21172603,21173103,+,501,64,9426,2103,127.744511,223.106302,0.5725724
FBgn0033748,2R,12510365,12510865,-,501,5,1720,30,9.98003992,17.4418605,0.57218896
FBgn0250819,4,1185518,1186018,+,501,26,6218,566,51.8962076,91.0260534,0.57012477
FBgn0020370,2R,13158891,13159391,-,501,118,5257,2172,235.528942,413.163401,0.57006245
FBgn0262150,2L,15811891,15812391,-,501,4,571,8,7.98403194,14.0105079,0.56986028
FBgn0063649,3R,16154732,16155232,+,501,70,15785,3873,139.720559,245.359519,0.56945237
FBgn0038136,3R,13298518,13299018,+,501,3,2567,27,5.98802395,10.5181145,0.56930583
FBgn0030477,X,13367941,13368441,+,501,4,1282,18,7.98403194,14.0405616,0.5686405
FBgn0259215,3R,20859695,20860195,-,501,22,7237,560,43.9121756,77.3801299,0.56748646
FBgn0037688,3R,9404019,9404519,-,501,35,706,87,69.8602794,123.229462,0.56691215
FBgn0033368,2R,9060358,9060858,-,501,2,14759,104,3.99201597,7.04654787,0.5665208
FBgn0038751,3R,19918257,19918757,+,501,5,1078,19,9.98003992,17.6252319,0.56623595
FBgn0031301,2L,1108290,1108790,+,501,8,3155,89,15.9680639,28.2091918,0.56605889
FBgn0031327,2L,1239786,1240286,+,501,1,1983,7,1.99600798,3.53000504,0.56544055
FBgn0016081,3L,9678853,9679353,-,501,9,46270,1472,17.9640719,31.8132699,0.56467229
FBgn0031936,2L,7722573,7723073,-,501,2,1977,14,3.99201597,7.08143652,0.56372968
FBgn0069973,X,22962110,22962610,-,501,3,752,8,5.98802395,10.6382979,0.56287425
FBgn0004854,X,17314331,17314831,+,501,2,8595,61,3.99201597,7.09714951,0.56248159
FBgn0039038,3R,23012162,23012662,+,501,3,2064,22,5.98802395,10.6589147,0.56178552
FBgn0002578,3R,26014471,26014971,+,501,84,767,229,167.664671,298.565841,0.56156682
FBgn0029686,X,3936267,3936767,+,501,21,3066,229,41.9161677,74.69015,0.56120074
FBgn0262030,3L,2005401,2005901,-,501,8,1543,44,15.9680639,28.5158782,0.55997097
FBgn0266758,3R,24544469,24544969,+,501,16,10831,618,31.9361277,57.0584434,0.55970906
